image,background,version,variant,n_original,n_pasted,sky_px
img_000046.jpg,AIDER_flood_image0016.jpg,v4,0,0,30,0
img_000047.jpg,AIDER_flood_image0016.jpg,v4,1,0,30,0
img_000048.jpg,AIDER_flood_image0016.jpg,v4,2,0,30,0
img_000049.jpg,AIDER_flood_image0017.jpg,v4,0,0,30,0
img_000050.jpg,AIDER_flood_image0017.jpg,v4,1,0,30,0
img_000051.jpg,AIDER_flood_image0017.jpg,v4,2,0,30,0
img_000052.jpg,AIDER_flood_image0018.jpg,v4,0,0,30,0
img_000053.jpg,AIDER_flood_image0018.jpg,v4,1,0,30,0
img_000054.jpg,AIDER_flood_image0018.jpg,v4,2,0,30,0
img_000055.jpg,AIDER_flood_image0019.jpg,v4,0,0,30,0
img_000056.jpg,AIDER_flood_image0019.jpg,v4,1,0,30,0
img_000057.jpg,AIDER_flood_image0019.jpg,v4,2,0,30,0
img_000058.jpg,AIDER_flood_image0020.jpg,v4,0,0,30,0
img_000059.jpg,AIDER_flood_image0020.jpg,v4,1,0,30,0
img_000060.jpg,AIDER_flood_image0020.jpg,v4,2,0,30,0
img_000061.jpg,AIDER_flood_image0021.jpg,v4,0,0,30,0
img_000062.jpg,AIDER_flood_image0021.jpg,v4,1,0,30,0
img_000063.jpg,AIDER_flood_image0021.jpg,v4,2,0,30,0
img_000064.jpg,AIDER_flood_image0022.jpg,v4,0,0,30,0
img_000065.jpg,AIDER_flood_image0022.jpg,v4,1,0,23,0
img_000066.jpg,AIDER_flood_image0022.jpg,v4,2,0,30,0
img_000067.jpg,AIDER_flood_image0023.jpg,v4,0,0,30,0
img_000068.jpg,AIDER_flood_image0023.jpg,v4,1,0,30,0
img_000069.jpg,AIDER_flood_image0023.jpg,v4,2,0,30,0
img_000070.jpg,AIDER_flood_image0024.jpg,v4,0,0,30,0
img_000071.jpg,AIDER_flood_image0024.jpg,v4,1,0,30,0
img_000072.jpg,AIDER_flood_image0024.jpg,v4,2,0,30,0
img_000073.jpg,AIDER_flood_image0025.jpg,v4,0,0,30,170
img_000074.jpg,AIDER_flood_image0025.jpg,v4,1,0,30,170
img_000075.jpg,AIDER_flood_image0025.jpg,v4,2,0,30,170
img_000076.jpg,AIDER_flood_image0026.jpg,v4,0,0,30,0
img_000077.jpg,AIDER_flood_image0026.jpg,v4,1,0,30,0
img_000078.jpg,AIDER_flood_image0026.jpg,v4,2,0,30,0
img_000079.jpg,AIDER_flood_image0027.jpg,v4,0,0,21,0
img_000080.jpg,AIDER_flood_image0027.jpg,v4,1,0,30,0
img_000081.jpg,AIDER_flood_image0027.jpg,v4,2,0,30,0
img_000082.jpg,AIDER_flood_image0028.jpg,v4,0,0,21,0
img_000083.jpg,AIDER_flood_image0028.jpg,v4,1,0,30,0
img_000084.jpg,AIDER_flood_image0028.jpg,v4,2,0,23,0
img_000085.jpg,AIDER_flood_image0029.jpg,v4,0,0,25,0
img_000086.jpg,AIDER_flood_image0029.jpg,v4,1,0,30,0
img_000087.jpg,AIDER_flood_image0029.jpg,v4,2,0,30,0
img_000088.jpg,AIDER_flood_image0030.jpg,v4,0,0,0,407
img_000089.jpg,AIDER_flood_image0030.jpg,v4,1,0,0,407
img_000090.jpg,AIDER_flood_image0030.jpg,v4,2,0,0,407
img_000091.jpg,AIDER_flood_image0031.jpg,v4,0,0,30,0
img_000092.jpg,AIDER_flood_image0031.jpg,v4,1,0,30,0
img_000093.jpg,AIDER_flood_image0031.jpg,v4,2,0,30,0
img_000094.jpg,AIDER_flood_image0032.jpg,v4,0,0,30,0
img_000095.jpg,AIDER_flood_image0032.jpg,v4,1,0,24,0
img_000096.jpg,AIDER_flood_image0032.jpg,v4,2,0,30,0
img_000097.jpg,AIDER_flood_image0033.jpg,v4,0,1,30,0
img_000098.jpg,AIDER_flood_image0033.jpg,v4,1,1,30,0
img_000099.jpg,AIDER_flood_image0033.jpg,v4,2,1,30,0
img_000100.jpg,AIDER_flood_image0034.jpg,v4,0,0,30,0
img_000101.jpg,AIDER_flood_image0034.jpg,v4,1,0,30,0
img_000102.jpg,AIDER_flood_image0034.jpg,v4,2,0,25,0
img_000103.jpg,AIDER_flood_image0035.jpg,v4,0,0,30,22
img_000104.jpg,AIDER_flood_image0035.jpg,v4,1,0,30,22
img_000105.jpg,AIDER_flood_image0035.jpg,v4,2,0,30,22
img_000106.jpg,AIDER_flood_image0036.jpg,v4,0,0,30,70
img_000107.jpg,AIDER_flood_image0036.jpg,v4,1,0,30,70
img_000108.jpg,AIDER_flood_image0036.jpg,v4,2,0,30,70
img_000109.jpg,AIDER_flood_image0037.jpg,v4,0,0,26,0
img_000110.jpg,AIDER_flood_image0037.jpg,v4,1,0,30,0
img_000111.jpg,AIDER_flood_image0037.jpg,v4,2,0,30,0
img_000112.jpg,AIDER_flood_image0038.jpg,v4,0,0,30,7
img_000113.jpg,AIDER_flood_image0038.jpg,v4,1,0,22,7
img_000114.jpg,AIDER_flood_image0038.jpg,v4,2,0,30,7
img_000115.jpg,AIDER_flood_image0039.jpg,v4,0,0,30,0
img_000116.jpg,AIDER_flood_image0039.jpg,v4,1,0,30,0
img_000117.jpg,AIDER_flood_image0039.jpg,v4,2,0,30,0
img_000118.jpg,AIDER_flood_image0040.jpg,v4,0,0,30,0
img_000119.jpg,AIDER_flood_image0040.jpg,v4,1,0,30,0
img_000120.jpg,AIDER_flood_image0040.jpg,v4,2,0,30,0
img_000121.jpg,AIDER_flood_image0041.jpg,v4,0,0,30,0
img_000122.jpg,AIDER_flood_image0041.jpg,v4,1,0,30,0
img_000123.jpg,AIDER_flood_image0041.jpg,v4,2,0,24,0
img_000124.jpg,AIDER_flood_image0042.jpg,v4,0,0,30,0
img_000125.jpg,AIDER_flood_image0042.jpg,v4,1,0,30,0
img_000126.jpg,AIDER_flood_image0042.jpg,v4,2,0,30,0
img_000127.jpg,AIDER_flood_image0043.jpg,v4,0,0,30,0
img_000128.jpg,AIDER_flood_image0043.jpg,v4,1,0,17,0
img_000129.jpg,AIDER_flood_image0043.jpg,v4,2,0,30,0
img_000130.jpg,AIDER_flood_image0044.jpg,v4,0,0,30,82
img_000131.jpg,AIDER_flood_image0044.jpg,v4,1,0,30,82
img_000132.jpg,AIDER_flood_image0044.jpg,v4,2,0,30,82
img_000133.jpg,AIDER_flood_image0045.jpg,v4,0,0,22,0
img_000134.jpg,AIDER_flood_image0045.jpg,v4,1,0,30,0
img_000135.jpg,AIDER_flood_image0045.jpg,v4,2,0,30,0
img_000136.jpg,AIDER_flood_image0046.jpg,v4,0,0,30,19
img_000137.jpg,AIDER_flood_image0046.jpg,v4,1,0,30,19
img_000138.jpg,AIDER_flood_image0046.jpg,v4,2,0,30,19
img_000139.jpg,AIDER_flood_image0047.jpg,v4,0,0,30,0
img_000140.jpg,AIDER_flood_image0047.jpg,v4,1,0,30,0
img_000141.jpg,AIDER_flood_image0047.jpg,v4,2,0,30,0
img_000142.jpg,AIDER_flood_image0048.jpg,v4,0,0,30,0
img_000143.jpg,AIDER_flood_image0048.jpg,v4,1,0,30,0
img_000144.jpg,AIDER_flood_image0048.jpg,v4,2,0,30,0
img_000145.jpg,AIDER_flood_image0049.jpg,v4,0,0,30,0
img_000146.jpg,AIDER_flood_image0049.jpg,v4,1,0,30,0
img_000147.jpg,AIDER_flood_image0049.jpg,v4,2,0,27,0
img_000148.jpg,AIDER_flood_image0050.jpg,v4,0,0,22,0
img_000149.jpg,AIDER_flood_image0050.jpg,v4,1,0,30,0
img_000150.jpg,AIDER_flood_image0050.jpg,v4,2,0,30,0
img_000151.jpg,AIDER_flood_image0051.jpg,v4,0,0,30,220
img_000152.jpg,AIDER_flood_image0051.jpg,v4,1,0,22,220
img_000153.jpg,AIDER_flood_image0051.jpg,v4,2,0,30,220
img_000154.jpg,AIDER_flood_image0052.jpg,v4,0,0,30,0
img_000155.jpg,AIDER_flood_image0052.jpg,v4,1,0,30,0
img_000156.jpg,AIDER_flood_image0052.jpg,v4,2,0,30,0
img_000157.jpg,AIDER_flood_image0053.jpg,v4,0,0,30,0
img_000158.jpg,AIDER_flood_image0053.jpg,v4,1,0,30,0
img_000159.jpg,AIDER_flood_image0053.jpg,v4,2,0,30,0
img_000160.jpg,AIDER_flood_image0054.jpg,v4,0,0,30,0
img_000161.jpg,AIDER_flood_image0054.jpg,v4,1,0,30,0
img_000162.jpg,AIDER_flood_image0054.jpg,v4,2,0,30,0
img_000163.jpg,AIDER_flood_image0055.jpg,v4,0,0,30,0
img_000164.jpg,AIDER_flood_image0055.jpg,v4,1,0,17,0
img_000165.jpg,AIDER_flood_image0055.jpg,v4,2,0,30,0
img_000166.jpg,AIDER_flood_image0056.jpg,v4,0,0,24,0
img_000167.jpg,AIDER_flood_image0056.jpg,v4,1,0,30,0
img_000168.jpg,AIDER_flood_image0056.jpg,v4,2,0,30,0
img_000169.jpg,AIDER_flood_image0057.jpg,v4,0,0,30,10
img_000170.jpg,AIDER_flood_image0057.jpg,v4,1,0,30,10
img_000171.jpg,AIDER_flood_image0057.jpg,v4,2,0,30,10
img_000172.jpg,AIDER_flood_image0058.jpg,v4,0,0,24,0
img_000173.jpg,AIDER_flood_image0058.jpg,v4,1,0,30,0
img_000174.jpg,AIDER_flood_image0058.jpg,v4,2,0,30,0
img_000175.jpg,AIDER_flood_image0059.jpg,v4,0,0,30,0
img_000176.jpg,AIDER_flood_image0059.jpg,v4,1,0,30,0
img_000177.jpg,AIDER_flood_image0059.jpg,v4,2,0,30,0
img_000178.jpg,AIDER_flood_image0060.jpg,v4,0,0,30,0
img_000179.jpg,AIDER_flood_image0060.jpg,v4,1,0,30,0
img_000180.jpg,AIDER_flood_image0060.jpg,v4,2,0,30,0
img_000181.jpg,AIDER_flood_image0061.jpg,v4,0,0,30,0
img_000182.jpg,AIDER_flood_image0061.jpg,v4,1,0,30,0
img_000183.jpg,AIDER_flood_image0061.jpg,v4,2,0,23,0
img_000184.jpg,AIDER_flood_image0062.jpg,v4,0,0,19,0
img_000185.jpg,AIDER_flood_image0062.jpg,v4,1,0,30,0
img_000186.jpg,AIDER_flood_image0062.jpg,v4,2,0,30,0
img_000187.jpg,AIDER_flood_image0063.jpg,v4,0,0,30,0
img_000188.jpg,AIDER_flood_image0063.jpg,v4,1,0,24,0
img_000189.jpg,AIDER_flood_image0063.jpg,v4,2,0,24,0
img_000190.jpg,AIDER_flood_image0064.jpg,v4,0,0,30,0
img_000191.jpg,AIDER_flood_image0064.jpg,v4,1,0,20,0
img_000192.jpg,AIDER_flood_image0064.jpg,v4,2,0,30,0
img_000193.jpg,AIDER_flood_image0065.jpg,v4,0,0,30,0
img_000194.jpg,AIDER_flood_image0065.jpg,v4,1,0,30,0
img_000195.jpg,AIDER_flood_image0065.jpg,v4,2,0,30,0
img_000196.jpg,AIDER_flood_image0066.jpg,v4,0,0,30,0
img_000197.jpg,AIDER_flood_image0066.jpg,v4,1,0,30,0
img_000198.jpg,AIDER_flood_image0066.jpg,v4,2,0,30,0
img_000199.jpg,AIDER_flood_image0067.jpg,v4,0,0,30,0
img_000200.jpg,AIDER_flood_image0067.jpg,v4,1,0,30,0
img_000201.jpg,AIDER_flood_image0067.jpg,v4,2,0,20,0
img_000202.jpg,AIDER_flood_image0068.jpg,v4,0,0,30,0
img_000203.jpg,AIDER_flood_image0068.jpg,v4,1,0,30,0
img_000204.jpg,AIDER_flood_image0068.jpg,v4,2,0,30,0
img_000205.jpg,AIDER_flood_image0069.jpg,v4,0,0,30,0
img_000206.jpg,AIDER_flood_image0069.jpg,v4,1,0,30,0
img_000207.jpg,AIDER_flood_image0069.jpg,v4,2,0,30,0
img_000208.jpg,AIDER_flood_image0070.jpg,v4,0,0,26,0
img_000209.jpg,AIDER_flood_image0070.jpg,v4,1,0,30,0
img_000210.jpg,AIDER_flood_image0070.jpg,v4,2,0,30,0
img_000211.jpg,AIDER_flood_image0071.jpg,v4,0,0,30,0
img_000212.jpg,AIDER_flood_image0071.jpg,v4,1,0,30,0
img_000213.jpg,AIDER_flood_image0071.jpg,v4,2,0,30,0
img_000214.jpg,AIDER_flood_image0072.jpg,v4,0,0,30,88
img_000215.jpg,AIDER_flood_image0072.jpg,v4,1,0,22,88
img_000216.jpg,AIDER_flood_image0072.jpg,v4,2,0,30,88
img_000217.jpg,AIDER_flood_image0073.jpg,v4,0,0,30,0
img_000218.jpg,AIDER_flood_image0073.jpg,v4,1,0,23,0
img_000219.jpg,AIDER_flood_image0073.jpg,v4,2,0,30,0
img_000220.jpg,AIDER_flood_image0074.jpg,v4,0,0,30,0
img_000221.jpg,AIDER_flood_image0074.jpg,v4,1,0,21,0
img_000222.jpg,AIDER_flood_image0074.jpg,v4,2,0,30,0
img_000223.jpg,AIDER_flood_image0075.jpg,v4,0,0,30,0
img_000224.jpg,AIDER_flood_image0075.jpg,v4,1,0,30,0
img_000225.jpg,AIDER_flood_image0075.jpg,v4,2,0,30,0
img_000226.jpg,AIDER_flood_image0076.jpg,v4,0,0,30,0
img_000227.jpg,AIDER_flood_image0076.jpg,v4,1,0,30,0
img_000228.jpg,AIDER_flood_image0076.jpg,v4,2,0,25,0
img_000229.jpg,AIDER_flood_image0077.jpg,v4,0,0,30,0
img_000230.jpg,AIDER_flood_image0077.jpg,v4,1,0,30,0
img_000231.jpg,AIDER_flood_image0077.jpg,v4,2,0,30,0
img_000232.jpg,AIDER_flood_image0078.jpg,v4,0,0,30,0
img_000233.jpg,AIDER_flood_image0078.jpg,v4,1,0,30,0
img_000234.jpg,AIDER_flood_image0078.jpg,v4,2,0,30,0
img_000235.jpg,AIDER_flood_image0079.jpg,v4,0,0,30,0
img_000236.jpg,AIDER_flood_image0079.jpg,v4,1,0,30,0
img_000237.jpg,AIDER_flood_image0079.jpg,v4,2,0,30,0
img_000238.jpg,AIDER_flood_image0080.jpg,v4,0,0,30,0
img_000239.jpg,AIDER_flood_image0080.jpg,v4,1,0,30,0
img_000240.jpg,AIDER_flood_image0080.jpg,v4,2,0,30,0
img_000241.jpg,AIDER_flood_image0081.jpg,v4,0,1,30,29
img_000242.jpg,AIDER_flood_image0081.jpg,v4,1,1,30,29
img_000243.jpg,AIDER_flood_image0081.jpg,v4,2,1,24,29
img_000244.jpg,AIDER_flood_image0082.jpg,v4,0,0,30,0
img_000245.jpg,AIDER_flood_image0082.jpg,v4,1,0,30,0
img_000246.jpg,AIDER_flood_image0082.jpg,v4,2,0,30,0
img_000247.jpg,AIDER_flood_image0083.jpg,v4,0,0,29,0
img_000248.jpg,AIDER_flood_image0083.jpg,v4,1,0,30,0
img_000249.jpg,AIDER_flood_image0083.jpg,v4,2,0,30,0
img_000250.jpg,AIDER_flood_image0084.jpg,v4,0,0,20,0
img_000251.jpg,AIDER_flood_image0084.jpg,v4,1,0,30,0
img_000252.jpg,AIDER_flood_image0084.jpg,v4,2,0,30,0
img_000253.jpg,AIDER_flood_image0085.jpg,v4,0,1,25,0
img_000254.jpg,AIDER_flood_image0085.jpg,v4,1,1,30,0
img_000255.jpg,AIDER_flood_image0085.jpg,v4,2,1,30,0
img_000256.jpg,AIDER_flood_image0086.jpg,v4,0,0,30,0
img_000257.jpg,AIDER_flood_image0086.jpg,v4,1,0,30,0
img_000258.jpg,AIDER_flood_image0086.jpg,v4,2,0,21,0
img_000259.jpg,AIDER_flood_image0087.jpg,v4,0,0,30,0
img_000260.jpg,AIDER_flood_image0087.jpg,v4,1,0,30,0
img_000261.jpg,AIDER_flood_image0087.jpg,v4,2,0,30,0
img_000262.jpg,AIDER_flood_image0088.jpg,v4,0,0,30,0
img_000263.jpg,AIDER_flood_image0088.jpg,v4,1,0,30,0
img_000264.jpg,AIDER_flood_image0088.jpg,v4,2,0,30,0
img_000265.jpg,AIDER_flood_image0089.jpg,v4,0,1,30,0
img_000266.jpg,AIDER_flood_image0089.jpg,v4,1,1,20,0
img_000267.jpg,AIDER_flood_image0089.jpg,v4,2,1,30,0
img_000268.jpg,AIDER_flood_image0090.jpg,v4,0,0,30,11
img_000269.jpg,AIDER_flood_image0090.jpg,v4,1,0,30,11
img_000270.jpg,AIDER_flood_image0090.jpg,v4,2,0,30,11
img_000271.jpg,AIDER_flood_image0091.jpg,v4,0,0,30,0
img_000272.jpg,AIDER_flood_image0091.jpg,v4,1,0,30,0
img_000273.jpg,AIDER_flood_image0091.jpg,v4,2,0,26,0
img_000274.jpg,AIDER_flood_image0092.jpg,v4,0,1,30,160
img_000275.jpg,AIDER_flood_image0092.jpg,v4,1,1,30,160
img_000276.jpg,AIDER_flood_image0092.jpg,v4,2,1,30,160
img_000277.jpg,AIDER_flood_image0093.jpg,v4,0,0,30,0
img_000278.jpg,AIDER_flood_image0093.jpg,v4,1,0,20,0
img_000279.jpg,AIDER_flood_image0093.jpg,v4,2,0,30,0
img_000280.jpg,AIDER_flood_image0094.jpg,v4,0,0,30,133
img_000281.jpg,AIDER_flood_image0094.jpg,v4,1,0,22,133
img_000282.jpg,AIDER_flood_image0094.jpg,v4,2,0,30,133
img_000283.jpg,AIDER_flood_image0095.jpg,v4,0,0,23,72
img_000284.jpg,AIDER_flood_image0095.jpg,v4,1,0,30,72
img_000285.jpg,AIDER_flood_image0095.jpg,v4,2,0,30,72
img_000286.jpg,AIDER_flood_image0096.jpg,v4,0,0,24,18
img_000287.jpg,AIDER_flood_image0096.jpg,v4,1,0,30,18
img_000288.jpg,AIDER_flood_image0096.jpg,v4,2,0,30,18
img_000289.jpg,AIDER_flood_image0097.jpg,v4,0,1,23,0
img_000290.jpg,AIDER_flood_image0097.jpg,v4,1,1,30,0
img_000291.jpg,AIDER_flood_image0097.jpg,v4,2,1,30,0
img_000292.jpg,AIDER_flood_image0098.jpg,v4,0,0,30,0
img_000293.jpg,AIDER_flood_image0098.jpg,v4,1,0,22,0
img_000294.jpg,AIDER_flood_image0098.jpg,v4,2,0,30,0
img_000295.jpg,AIDER_flood_image0099.jpg,v4,0,0,27,0
img_000296.jpg,AIDER_flood_image0099.jpg,v4,1,0,30,0
img_000297.jpg,AIDER_flood_image0099.jpg,v4,2,0,25,0
img_000298.jpg,AIDER_flood_image0100.jpg,v4,0,15,30,30
img_000299.jpg,AIDER_flood_image0100.jpg,v4,1,15,30,30
img_000300.jpg,AIDER_flood_image0100.jpg,v4,2,15,30,30
img_000301.jpg,AIDER_flood_image0101.jpg,v4,0,0,30,0
img_000302.jpg,AIDER_flood_image0101.jpg,v4,1,0,30,0
img_000303.jpg,AIDER_flood_image0101.jpg,v4,2,0,30,0
img_000304.jpg,AIDER_flood_image0102.jpg,v4,0,0,30,0
img_000305.jpg,AIDER_flood_image0102.jpg,v4,1,0,30,0
img_000306.jpg,AIDER_flood_image0102.jpg,v4,2,0,30,0
img_000307.jpg,AIDER_flood_image0103.jpg,v4,0,0,30,18
img_000308.jpg,AIDER_flood_image0103.jpg,v4,1,0,29,18
img_000309.jpg,AIDER_flood_image0103.jpg,v4,2,0,30,18
img_000310.jpg,AIDER_flood_image0104.jpg,v4,0,0,30,258
img_000311.jpg,AIDER_flood_image0104.jpg,v4,1,0,30,258
img_000312.jpg,AIDER_flood_image0104.jpg,v4,2,0,30,258
img_000313.jpg,AIDER_flood_image0105.jpg,v4,0,0,24,0
img_000314.jpg,AIDER_flood_image0105.jpg,v4,1,0,21,0
img_000315.jpg,AIDER_flood_image0105.jpg,v4,2,0,30,0
img_000316.jpg,AIDER_flood_image0106.jpg,v4,0,1,30,292
img_000317.jpg,AIDER_flood_image0106.jpg,v4,1,1,30,292
img_000318.jpg,AIDER_flood_image0106.jpg,v4,2,1,30,292
img_000319.jpg,AIDER_flood_image0107.jpg,v4,0,0,30,0
img_000320.jpg,AIDER_flood_image0107.jpg,v4,1,0,30,0
img_000321.jpg,AIDER_flood_image0107.jpg,v4,2,0,30,0
img_000322.jpg,AIDER_flood_image0108.jpg,v4,0,0,30,0
img_000323.jpg,AIDER_flood_image0108.jpg,v4,1,0,30,0
img_000324.jpg,AIDER_flood_image0108.jpg,v4,2,0,26,0
img_000325.jpg,AIDER_flood_image0109.jpg,v4,0,1,30,0
img_000326.jpg,AIDER_flood_image0109.jpg,v4,1,1,30,0
img_000327.jpg,AIDER_flood_image0109.jpg,v4,2,1,30,0
img_000328.jpg,AIDER_flood_image0110.jpg,v4,0,0,30,0
img_000329.jpg,AIDER_flood_image0110.jpg,v4,1,0,30,0
img_000330.jpg,AIDER_flood_image0110.jpg,v4,2,0,30,0
img_000331.jpg,AIDER_flood_image0111.jpg,v4,0,0,30,0
img_000332.jpg,AIDER_flood_image0111.jpg,v4,1,0,21,0
img_000333.jpg,AIDER_flood_image0111.jpg,v4,2,0,30,0
img_000334.jpg,AIDER_flood_image0112.jpg,v4,0,0,30,17
img_000335.jpg,AIDER_flood_image0112.jpg,v4,1,0,30,17
img_000336.jpg,AIDER_flood_image0112.jpg,v4,2,0,30,17
img_000337.jpg,AIDER_flood_image0113.jpg,v4,0,0,30,0
img_000338.jpg,AIDER_flood_image0113.jpg,v4,1,0,30,0
img_000339.jpg,AIDER_flood_image0113.jpg,v4,2,0,30,0
img_000340.jpg,AIDER_flood_image0114.jpg,v4,0,0,30,8
img_000341.jpg,AIDER_flood_image0114.jpg,v4,1,0,30,8
img_000342.jpg,AIDER_flood_image0114.jpg,v4,2,0,30,8
img_000343.jpg,AIDER_flood_image0115.jpg,v4,0,0,30,0
img_000344.jpg,AIDER_flood_image0115.jpg,v4,1,0,30,0
img_000345.jpg,AIDER_flood_image0115.jpg,v4,2,0,30,0
img_000346.jpg,AIDER_flood_image0116.jpg,v4,0,9,30,4
img_000347.jpg,AIDER_flood_image0116.jpg,v4,1,9,30,4
img_000348.jpg,AIDER_flood_image0116.jpg,v4,2,9,30,4
img_000349.jpg,AIDER_flood_image0117.jpg,v4,0,0,24,0
img_000350.jpg,AIDER_flood_image0117.jpg,v4,1,0,30,0
img_000351.jpg,AIDER_flood_image0117.jpg,v4,2,0,30,0
img_000352.jpg,AIDER_flood_image0118.jpg,v4,0,1,30,0
img_000353.jpg,AIDER_flood_image0118.jpg,v4,1,1,30,0
img_000354.jpg,AIDER_flood_image0118.jpg,v4,2,1,30,0
img_000355.jpg,AIDER_flood_image0119.jpg,v4,0,0,30,103
img_000356.jpg,AIDER_flood_image0119.jpg,v4,1,0,30,103
img_000357.jpg,AIDER_flood_image0119.jpg,v4,2,0,30,103
img_000358.jpg,AIDER_flood_image0120.jpg,v4,0,0,27,0
img_000359.jpg,AIDER_flood_image0120.jpg,v4,1,0,28,0
img_000360.jpg,AIDER_flood_image0120.jpg,v4,2,0,30,0
img_000361.jpg,AIDER_flood_image0121.jpg,v4,0,0,30,0
img_000362.jpg,AIDER_flood_image0121.jpg,v4,1,0,30,0
img_000363.jpg,AIDER_flood_image0121.jpg,v4,2,0,30,0
img_000364.jpg,AIDER_flood_image0122.jpg,v4,0,0,30,0
img_000365.jpg,AIDER_flood_image0122.jpg,v4,1,0,30,0
img_000366.jpg,AIDER_flood_image0122.jpg,v4,2,0,26,0
img_000367.jpg,AIDER_flood_image0123.jpg,v4,0,0,30,57
img_000368.jpg,AIDER_flood_image0123.jpg,v4,1,0,27,57
img_000369.jpg,AIDER_flood_image0123.jpg,v4,2,0,22,57
img_000370.jpg,AIDER_flood_image0124.jpg,v4,0,0,25,0
img_000371.jpg,AIDER_flood_image0124.jpg,v4,1,0,30,0
img_000372.jpg,AIDER_flood_image0124.jpg,v4,2,0,30,0
img_000373.jpg,AIDER_flood_image0125.jpg,v4,0,1,30,0
img_000374.jpg,AIDER_flood_image0125.jpg,v4,1,1,23,0
img_000375.jpg,AIDER_flood_image0125.jpg,v4,2,1,30,0
img_000376.jpg,AIDER_flood_image0126.jpg,v4,0,0,30,0
img_000377.jpg,AIDER_flood_image0126.jpg,v4,1,0,22,0
img_000378.jpg,AIDER_flood_image0126.jpg,v4,2,0,30,0
img_000379.jpg,AIDER_flood_image0127.jpg,v4,0,0,30,54
img_000380.jpg,AIDER_flood_image0127.jpg,v4,1,0,30,54
img_000381.jpg,AIDER_flood_image0127.jpg,v4,2,0,30,54
img_000382.jpg,AIDER_flood_image0128.jpg,v4,0,2,24,0
img_000383.jpg,AIDER_flood_image0128.jpg,v4,1,2,30,0
img_000384.jpg,AIDER_flood_image0128.jpg,v4,2,2,30,0
img_000385.jpg,AIDER_flood_image0129.jpg,v4,0,0,30,48
img_000386.jpg,AIDER_flood_image0129.jpg,v4,1,0,22,48
img_000387.jpg,AIDER_flood_image0129.jpg,v4,2,0,30,48
